date_reservation, date_accommodation_begin, nights, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-05-28, 2024-07-17, 1, Nairobi, Trademark Hotel, standard, 8, 11520, 0.25, 0.7
2024-05-20, 2024-07-14, 1, Miami, EB Hotel Miami, standard, 38, 51300, 0.25, 0.85
2024-05-23, 2024-07-13, 4, Antalya, Porto Bello Hotel, suit, 13, 138320, 0.25, 0.85
2024-05-18, 2024-07-12, 2, Trabzon, Fengo Hotel, suit, 6, 107880, 0.30000000000000004, 0.7
2024-06-03, 2024-07-26, 2, Muğla, Eskici Hostel, large, 10, 16400, 0.2, 0.6000000000000001
2024-06-06, 2024-07-28, 3, Moskova, Maxima Panorama Hotel, deluxe, 8, 31920, 0.15000000000000002, 0.45000000000000007
2024-06-01, 2024-07-22, 3, San Francisco, The Ritz-Carlton, standard, 9, 93150, 0.25, 0.95
2024-05-19, 2024-07-12, 2, Singapur, Hotel 81 Bugis, large, 2, 12680, 0.25, 0.30000000000000004
2024-06-10, 2024-08-04, 2, Viyana, Hotel Erzherzog Rainer, suit, 1, 3960, 0.25, 0.6000000000000001
2024-06-07, 2024-07-27, 1, Milano, NH Collection Milano President, suit, 12, 102000, 0.35000000000000003, 0.55
2024-05-28, 2024-07-21, 4, Moskova, Hotel Baltschug Kempinski, large, 5, 21200, 0.30000000000000004, 0.45000000000000007
2024-06-10, 2024-08-03, 5, Rio de Janeiro, Belmond Copacabana Palace, executive, 2, 40000, 0.3, 0.65
2024-06-12, 2024-08-03, 4, Mumbai, ITC Maratha, executive, 2, 17520, 0.30000000000000004, 0.85
2024-05-25, 2024-07-14, 9, Amsterdam, Waldorf Astoria Amsterdam, large, 5, 172350, 0.4, 0.95
2024-06-05, 2024-07-28, 4, Adana, Grand Amisos Hotel, standard, 1, 7920, 0.30000000000000004, 0.85
2024-06-09, 2024-08-03, 2, İzmir, Swissotel Buyuk Efes, deluxe, 1, 8640, 0.4, 0.8
2024-06-02, 2024-07-24, 4, Auckland, Sofitel Auckland Viaduct Harbour, executive, 1, 35760, 0.4, 0.5
2024-05-27, 2024-07-19, 1, Johannesburg, The Maslow Hotel, deluxe, 4, 7800, 0.35000000000000003, 1
2024-05-27, 2024-07-18, 3, Seul, Lotte City Hotel, large, 13, 40170, 0.35000000000000003, 0.7
2024-05-26, 2024-07-19, 1, Madrid, Hotel Regina Madrid, large, 4, 17320, 0.2, 0.75
2024-05-22, 2024-07-12, 1, Mersin, Divan Mersin, executive, 2, 7980, 0.3, 1
2024-05-20, 2024-07-11, 2, Londra, Novotel London Tower Bridge, large, 1, 2900, 0.30000000000000004, 1
2024-06-04, 2024-07-26, 12, Konya, Dedeman Konya Hotel, standard, 1, 36960, 0.25, 0.65
2024-06-18, 2024-08-07, 5, Konya, Hilton Garden Inn Konya, standard, 4, 46400, 0.3, 1
2024-05-27, 2024-07-17, 2, Riyadh, Hyatt Regency Riyadh Olaya, executive, 2, 9080, 0.35, 1
2024-06-09, 2024-07-29, 4, Kuala Lumpur, Shangri-La Hotel Kuala Lumpur, suit, 1, 11080, 0.3, 0.5
2024-06-11, 2024-08-03, 9, Gaziantep, Dedeman Park Gaziantep, executive, 2, 35820, 0.30000000000000004, 0.55
2024-05-30, 2024-07-23, 1, Adana, Cukurova Park Hotel, suit, 10, 10000, 0.30000000000000004, 0.30000000000000004
2024-06-15, 2024-08-08, 1, Sydney, Four Seasons Hotel Sydney, deluxe, 1, 4020, 0.3, 1
2024-05-21, 2024-07-15, 6, Cairo, Ramses Hilton, deluxe, 8, 270240, 0.35000000000000003, 0.85
2024-06-19, 2024-08-09, 3, Sydney, Rydges Sydney Central, large, 2, 9720, 0.2, 0.7
2024-06-18, 2024-08-07, 1, Mumbai, ITC Maratha, deluxe, 1, 4320, 0.30000000000000004, 0.85
2024-06-07, 2024-07-30, 8, Konya, Novotel Konya, large, 37, 393680, 0.30000000000000004, 0.4
2024-05-20, 2024-07-10, 6, Rio de Janeiro, Miramar Hotel by Windsor, standard, 4, 32640, 0.30000000000000004, 0.7
2024-06-01, 2024-07-24, 1, Viyana, The Ritz-Carlton, deluxe, 2, 4260, 0.4, 1
2024-06-10, 2024-08-01, 11, Londra, Hilton London Metropole, large, 2, 86240, 0.25, 1
2024-06-14, 2024-08-07, 3, Roma, Hotel des Artistes, standard, 10, 18600, 0.30000000000000004, 0.75
2024-06-02, 2024-07-25, 2, İzmir, Mövenpick Hotel Izmir, standard, 1, 3060, 0.25, 0.7
2024-05-20, 2024-07-12, 5, Paris, Shangri-La Hotel Paris, suit, 10, 217500, 0.4, 1
2024-05-23, 2024-07-12, 2, New York, Four Seasons Hotel New York, standard, 2, 13920, 0.3, 1
2024-06-12, 2024-08-05, 5, Şanlıurfa, Aslan Hotel, standard, 2, 6500, 0.25, 0.45000000000000007
2024-05-31, 2024-07-20, 8, Los Angeles, The Beverly Hills Hotel, executive, 1, 26320, 0.3, 0.95
2024-06-08, 2024-07-29, 5, Melbourne, Ibis Melbourne Hotel and Apartments, large, 2, 10100, 0.2, 0.45000000000000007
2024-06-14, 2024-08-04, 2, Şanlıurfa, Hilton Garden Inn Sanliurfa, large, 2, 26080, 0.25, 0.5
2024-06-03, 2024-07-27, 3, Johannesburg, Protea Hotel by Marriott Johannesburg Balalaika Sandton, executive, 2, 11820, 0.35000000000000003, 0.85
2024-05-25, 2024-07-17, 1, Şanghay, Renaissance Shanghai Yu Garden Hotel, executive, 2, 3000, 0.30000000000000004, 0.7
2024-06-12, 2024-08-01, 14, Milano, NH Collection Milano President, standard, 2, 55720, 0.35000000000000003, 0.55
2024-05-19, 2024-07-12, 10, Mumbai, Trident Nariman Point, standard, 3, 131400, 0.2, 0.55
2024-06-03, 2024-07-26, 1, Adana, Cukurova Park Hotel, suit, 5, 5300, 0.30000000000000004, 0.30000000000000004
2024-06-06, 2024-07-30, 2, Rio de Janeiro, Hotel Atlantico Business Centro, standard, 10, 58800, 0.25, 0.6000000000000001
2024-06-15, 2024-08-06, 1, Delhi, Holiday Inn New Delhi, standard, 2, 2340, 0.35000000000000003, 1
2024-05-29, 2024-07-22, 2, Madrid, Hotel Regina Madrid, large, 8, 60160, 0.2, 0.75
2024-05-26, 2024-07-19, 2, Rio de Janeiro, Grand Hyatt Rio de Janeiro, standard, 2, 18360, 0.4, 0.8
2024-05-31, 2024-07-23, 1, İzmir, Swissotel Buyuk Efes, large, 2, 8140, 0.4, 0.8
2024-06-21, 2024-08-10, 6, Rio de Janeiro, Belmond Copacabana Palace, executive, 1, 24240, 0.3, 0.65
2024-06-07, 2024-08-01, 7, Barselona, W Barcelona, suit, 8, 368480, 0.3, 1
2024-06-17, 2024-08-08, 4, Jakarta, Hotel Borobudur Jakarta, deluxe, 2, 36720, 0.35000000000000003, 0.4
2024-06-12, 2024-08-01, 11, Singapur, The Fullerton Hotel, large, 5, 210100, 0.4, 1
2024-06-16, 2024-08-09, 6, Bangkok, Red Planet Bangkok, executive, 1, 6540, 0.2, 0.6000000000000001
2024-05-31, 2024-07-20, 2, Aydın, Palmin Hotel, standard, 18, 58320, 0.35000000000000003, 0.4
2024-06-20, 2024-08-10, 1, Rio de Janeiro, Windsor Asturias, large, 7, 6860, 0.30000000000000004, 0.6000000000000001
2024-06-03, 2024-07-25, 5, Bali, Grandmas Plus Hotel, suit, 5, 36500, 0.25, 0.30000000000000004
2024-06-16, 2024-08-06, 1, İstanbul, Titanic City Taksim, standard, 1, 1350, 0.25, 0.4
2024-05-21, 2024-07-10, 4, Barselona, Hotel Praktik Rambla, suit, 1, 22920, 0.25, 0.45000000000000007
2024-06-16, 2024-08-08, 2, Melbourne, Best Western Atlantis Hotel, suit, 3, 5400, 0.15000000000000002, 0.6000000000000001
2024-06-06, 2024-07-26, 11, Seul, Hotel Manu, suit, 5, 95700, 0.25, 0.6000000000000001
2024-06-06, 2024-07-28, 11, Londra, Claridge's, suit, 14, 968660, 0.3, 0.5
2024-06-06, 2024-07-31, 2, Tokyo, Hotel Mystays Asakusa, large, 1, 1680, 0.2, 0.6000000000000001
2024-06-04, 2024-07-26, 1, Prag, Mandarin Oriental Prague, suit, 1, 2830, 0.4, 0.65
2024-06-14, 2024-08-06, 9, İstanbul, Ramada by Wyndham, deluxe, 2, 19260, 0.2, 0.7
2024-06-03, 2024-07-24, 4, Sydney, Four Seasons Hotel Sydney, executive, 2, 26480, 0.3, 1
2024-06-01, 2024-07-24, 8, Nairobi, Hilton Garden Inn Nairobi, standard, 2, 13600, 0.25, 0.7
2024-06-15, 2024-08-09, 4, Singapur, The Fullerton Hotel, suit, 1, 15600, 0.4, 1
2024-05-27, 2024-07-20, 2, Bali, Bali Niksoma Boutique Beach Resort, deluxe, 9, 38160, 0.35000000000000003, 0.7
2024-06-08, 2024-07-29, 3, Şanghay, Ibis Shanghai Yu Garden, large, 2, 5760, 0.30000000000000004, 0.45000000000000007
2024-06-01, 2024-07-24, 3, Rio de Janeiro, Windsor Asturias, standard, 2, 14460, 0.30000000000000004, 0.6000000000000001
2024-05-20, 2024-07-14, 2, Muğla, Liberty Hotels Lykia, executive, 4, 23440, 0.35, 0.95
2024-06-01, 2024-07-26, 4, Cairo, The Nile Ritz-Carlton Cairo, suit, 4, 88640, 0.4, 0.65
2024-06-05, 2024-07-25, 12, Riyadh, Holiday Inn Riyadh, executive, 2, 52800, 0.30000000000000004, 0.7
2024-05-20, 2024-07-10, 4, Cairo, Fairmont Nile City, deluxe, 2, 27280, 0.4, 0.8
2024-06-05, 2024-07-28, 8, Viyana, Hotel Regina, large, 11, 136400, 0.2, 0.85
2024-06-17, 2024-08-08, 4, Bursa, Efehan Hotel, suit, 3, 12240, 0.25, 0.30000000000000004
2024-05-26, 2024-07-19, 3, Cairo, City View Hotel, deluxe, 2, 7560, 0.2, 0.30000000000000004
2024-05-19, 2024-07-10, 7, Ankara, Movenpick Hotel Ankara, suit, 1, 18060, 0.30000000000000004, 0.7
2024-06-01, 2024-07-22, 1, Melbourne, Ibis Melbourne Hotel and Apartments, suit, 3, 4770, 0.2, 0.45000000000000007
2024-05-31, 2024-07-23, 1, Bangkok, Holiday Inn Bangkok, standard, 2, 2580, 0.30000000000000004, 0.7
2024-05-19, 2024-07-12, 1, Melbourne, Radisson on Flagstaff Gardens, deluxe, 14, 20300, 0.35000000000000003, 0.4
2024-06-09, 2024-07-30, 2, Kuala Lumpur, Hotel Sentral Kuala Lumpur, standard, 1, 1520, 0.25, 0.30000000000000004
2024-06-14, 2024-08-06, 4, Konya, Selcuk Otel, deluxe, 1, 6040, 0.25, 0.30000000000000004
2024-06-12, 2024-08-02, 4, Riyadh, Hilton Garden Inn Riyadh Olaya, standard, 35, 340200, 0.2, 0.55
2024-06-13, 2024-08-03, 6, Riyadh, Coral Olaya Hotel, large, 10, 47400, 0.15000000000000002, 0.6000000000000001
2024-05-23, 2024-07-15, 4, Bali, Grandmas Plus Hotel, suit, 2, 11680, 0.25, 0.30000000000000004
2024-06-18, 2024-08-09, 2, Londra, The Savoy, deluxe, 9, 75240, 0.3, 0.8
2024-06-05, 2024-07-30, 2, Las Vegas, The Venetian Resort Las Vegas, executive, 2, 13800, 0.25, 0.8
2024-05-27, 2024-07-16, 1, San Francisco, Touchstone Hotel, large, 1, 870, 0.15000000000000002, 0.30000000000000004
2024-05-24, 2024-07-16, 3, Adana, Grand Amisos Hotel, deluxe, 22, 115500, 0.30000000000000004, 0.85
2024-06-11, 2024-08-05, 1, Buenos Aires, Hotel Mundial, executive, 2, 4380, 0.30000000000000004, 0.45000000000000007
2024-05-20, 2024-07-11, 1, Antalya, Ramada Plaza Antalya, standard, 9, 21060, 0.2, 0.85
2024-05-28, 2024-07-19, 5, Londra, Hilton London Metropole, standard, 2, 14600, 0.25, 1
2024-05-26, 2024-07-15, 7, Sydney, Four Seasons Hotel Sydney, standard, 6, 236460, 0.3, 1
2024-06-11, 2024-08-02, 1, Mumbai, Hotel Bawa International, standard, 4, 2360, 0.2, 0.30000000000000004
2024-06-08, 2024-07-30, 11, Seul, The Plaza Seoul, executive, 1, 28490, 0.35000000000000003, 1
2024-05-24, 2024-07-16, 7, Nairobi, Trademark Hotel, large, 29, 172550, 0.25, 0.7
2024-05-30, 2024-07-23, 1, İzmir, Wyndham Grand Izmir Ozdilek, standard, 2, 4100, 0.2, 0.7
2024-06-14, 2024-08-03, 1, Seul, The Shilla Seoul, executive, 5, 17600, 0.4, 0.8
2024-05-24, 2024-07-14, 3, Nevşehir, Kayakapi Premium Caves, standard, 10, 69900, 0.25, 0.65
2024-05-25, 2024-07-15, 11, Mexico City, Hotel Marbella, large, 6, 56760, 0.15000000000000002, 0.30000000000000004
2024-06-07, 2024-07-29, 6, Delhi, Hotel City Star, deluxe, 7, 56700, 0.15000000000000002, 0.45000000000000007
2024-06-04, 2024-07-29, 1, Eskişehir, Tasigo Hotels Eskisehir, deluxe, 8, 36160, 0.4, 0.95
2024-05-28, 2024-07-19, 5, Los Angeles, Hilton Checkers Los Angeles, standard, 2, 12800, 0.2, 0.55
2024-05-29, 2024-07-18, 4, Delhi, Hotel City Star, executive, 3, 22560, 0.15000000000000002, 0.45000000000000007
2024-05-27, 2024-07-21, 6, Nairobi, Villa Rosa Kempinski Nairobi, deluxe, 1, 28500, 0.4, 0.5
2024-05-17, 2024-07-11, 2, Muğla, Karya Hotel, suit, 3, 9060, 0.2, 0.75
2024-05-24, 2024-07-13, 9, Dubai, Premier Inn Dubai, suit, 1, 8460, 0.2, 0.75
2024-06-13, 2024-08-02, 12, Las Vegas, Wynn Las Vegas, standard, 10, 228000, 0.3, 1
2024-06-17, 2024-08-10, 3, Pekin, Novotel Beijing Peace, suit, 7, 44730, 0.35000000000000003, 0.55
2024-05-22, 2024-07-13, 1, Prag, Hotel Paris Prague, suit, 1, 1820, 0.25, 0.7
2024-06-19, 2024-08-09, 2, Nairobi, Best Western Plus Meridian, standard, 9, 16560, 0.15000000000000002, 0.45000000000000007
2024-05-19, 2024-07-11, 1, New York, The Jane Hotel, standard, 10, 8400, 0.15000000000000002, 0.45000000000000007
2024-05-31, 2024-07-20, 12, Tokyo, Mandarin Oriental Tokyo, standard, 10, 482400, 0.3, 0.5
2024-06-16, 2024-08-10, 5, İstanbul, Swissotel The Bosphorus, deluxe, 1, 40600, 0.4, 0.8
2024-05-19, 2024-07-13, 2, Şanlıurfa, Aslan Hotel, deluxe, 1, 2600, 0.25, 0.45000000000000007
2024-06-06, 2024-07-31, 5, Roma, Hotel des Artistes, executive, 1, 6100, 0.30000000000000004, 0.75
2024-06-10, 2024-08-01, 1, Roma, UNA Hotel Roma, large, 9, 12600, 0.25, 0.85
2024-05-20, 2024-07-10, 1, Auckland, Park Hyatt Auckland, standard, 6, 28260, 0.3, 0.5
2024-05-27, 2024-07-16, 3, Bangkok, Ibis Bangkok Sukhumvit, standard, 2, 2400, 0.25, 0.75
2024-06-02, 2024-07-25, 2, Barselona, W Barcelona, executive, 2, 9240, 0.3, 1
2024-05-27, 2024-07-18, 2, New York, The Ritz-Carlton New York, suit, 2, 13120, 0.25, 0.95
2024-06-17, 2024-08-06, 1, Singapur, Ibis Singapore on Bencoolen, standard, 14, 43680, 0.25, 0.30000000000000004
2024-06-04, 2024-07-28, 4, Muğla, Montana Pine Resort, executive, 2, 19440, 0.35000000000000003, 0.55
2024-05-27, 2024-07-16, 2, Mersin, Divan Mersin, large, 1, 12660, 0.3, 1
2024-05-16, 2024-07-10, 1, Buenos Aires, Hotel Costa Rica, standard, 10, 8900, 0.30000000000000004, 0.45000000000000007
2024-05-26, 2024-07-19, 11, Los Angeles, Hollywood Hotel, large, 10, 106700, 0.15000000000000002, 0.75
2024-05-20, 2024-07-14, 1, Nairobi, Hotel Central Park, suit, 5, 4700, 0.15000000000000002, 0.75
2024-05-30, 2024-07-24, 1, Şanghay, Ibis Shanghai Yu Garden, large, 15, 14400, 0.30000000000000004, 0.45000000000000007
2024-06-04, 2024-07-27, 1, Cape Town, The Silo Hotel, executive, 1, 3110, 0.4, 0.65
2024-06-16, 2024-08-09, 1, Johannesburg, Sandton Sun, deluxe, 9, 45720, 0.25, 0.8
2024-06-01, 2024-07-26, 5, Eskişehir, Tasigo Hotels Eskisehir, executive, 2, 31100, 0.4, 0.95
2024-05-28, 2024-07-21, 1, Barselona, Hotel Arts Barcelona, standard, 35, 119350, 0.4, 1
2024-06-13, 2024-08-04, 1, Paris, Four Seasons Hotel George V, suit, 11, 84480, 0.25, 1
2024-06-07, 2024-08-01, 1, Eskişehir, Abaci Konak Otel, standard, 7, 4550, 0.30000000000000004, 0.75
2024-06-21, 2024-08-10, 4, Adana, Cukurova Park Hotel, large, 13, 31720, 0.30000000000000004, 0.30000000000000004
2024-06-10, 2024-07-31, 1, Roma, Rome Cavalieri, deluxe, 2, 14520, 0.4, 0.65
2024-05-26, 2024-07-15, 10, Bursa, Almira Hotel, executive, 1, 21600, 0.4, 1
2024-06-10, 2024-07-30, 3, Viyana, Hotel Sacher Wien, large, 20, 255000, 0.25, 1
2024-06-12, 2024-08-02, 15, Las Vegas, Circus Circus Hotel & Casino, deluxe, 7, 140700, 0.15000000000000002, 0.30000000000000004
2024-05-17, 2024-07-11, 4, Antalya, SunAnatolia Otel, standard, 7, 54600, 0.2, 0.30000000000000004
2024-06-12, 2024-08-04, 2, Viyana, Hotel Caroline, executive, 1, 4460, 0.30000000000000004, 0.6000000000000001
2024-05-16, 2024-07-10, 2, Şanghay, The Peninsula Shanghai, deluxe, 2, 32120, 0.25, 0.65
2024-06-16, 2024-08-09, 1, Prag, Ibis Praha Old Town, suit, 2, 3020, 0.30000000000000004, 0.30000000000000004
2024-06-16, 2024-08-05, 10, Gaziantep, Hampton by Hilton, suit, 8, 118400, 0.25, 1
2024-05-18, 2024-07-10, 9, Antalya, Akra Barut, executive, 1, 21690, 0.3, 1
2024-06-04, 2024-07-26, 2, Prag, Ibis Praha Old Town, large, 2, 3480, 0.30000000000000004, 0.30000000000000004
2024-06-14, 2024-08-05, 1, Adana, Cukurova Park Hotel, deluxe, 7, 5950, 0.30000000000000004, 0.30000000000000004
2024-06-07, 2024-07-29, 2, Auckland, Kiwi International Hotel, deluxe, 1, 2160, 0.25, 0.6000000000000001
2024-05-22, 2024-07-13, 4, Rio de Janeiro, Royal Rio Palace Hotel, deluxe, 2, 37680, 0.2, 0.75
2024-06-12, 2024-08-03, 1, San Francisco, Chancellor Hotel, executive, 1, 6620, 0.25, 0.7
2024-06-06, 2024-07-30, 1, Paris, Hotel Opera Cadet, executive, 1, 1800, 0.15000000000000002, 0.6000000000000001
2024-05-21, 2024-07-10, 1, Cairo, Osiris Hotel Cairo, suit, 2, 2380, 0.2, 0.75
2024-06-12, 2024-08-05, 5, Auckland, Hilton Auckland, suit, 1, 16700, 0.35, 0.8
2024-06-04, 2024-07-26, 4, Cairo, City View Hotel, large, 1, 3640, 0.2, 0.30000000000000004
2024-05-28, 2024-07-17, 5, Londra, Claridge's, executive, 1, 10500, 0.3, 0.5
2024-05-20, 2024-07-13, 13, Tokyo, Shibuya Excel Hotel Tokyu, deluxe, 6, 147420, 0.35000000000000003, 0.85
2024-06-09, 2024-08-02, 4, Aydın, Infinity by Yelken, standard, 2, 27920, 0.30000000000000004, 0.7
2024-06-07, 2024-07-31, 11, Bangkok, Shangri-La Hotel Bangkok, suit, 7, 196350, 0.3, 1
2024-06-08, 2024-08-01, 4, Ankara, Movenpick Hotel Ankara, executive, 2, 22880, 0.30000000000000004, 0.7
2024-05-30, 2024-07-19, 3, Bangkok, Mandarin Oriental Bangkok, large, 6, 75780, 0.4, 0.95
2024-06-17, 2024-08-09, 6, Las Vegas, Treasure Island, executive, 2, 24240, 0.30000000000000004, 0.7
2024-06-19, 2024-08-09, 2, Muğla, Hotel Unique, large, 12, 32400, 0.35000000000000003, 0.85
2024-06-20, 2024-08-10, 8, Bangkok, Shangri-La Hotel Bangkok, suit, 3, 66000, 0.3, 1
2024-06-02, 2024-07-26, 5, Gaziantep, Grand Hotel Gaziantep, large, 2, 31600, 0.3, 0.95
2024-05-19, 2024-07-13, 2, Miami, The Biltmore Hotel Miami, suit, 2, 11720, 0.4, 0.95
2024-06-12, 2024-08-06, 1, Los Angeles, The Westin Bonaventure Hotel, executive, 1, 6840, 0.30000000000000004, 0.7
2024-05-29, 2024-07-21, 1, Eskişehir, Abaci Konak Otel, suit, 7, 9800, 0.30000000000000004, 0.75
2024-06-04, 2024-07-26, 1, Bursa, Almira Hotel, large, 2, 4040, 0.4, 1
2024-05-27, 2024-07-17, 1, Gaziantep, Dedeman Park Gaziantep, executive, 2, 3700, 0.30000000000000004, 0.55
2024-06-15, 2024-08-07, 2, Roma, Hotel Lancelot, deluxe, 12, 40320, 0.30000000000000004, 0.30000000000000004
2024-06-15, 2024-08-05, 1, Delhi, The Oberoi, executive, 2, 4660, 0.25, 0.8
2024-06-15, 2024-08-06, 12, Las Vegas, Bellagio Las Vegas, large, 2, 83280, 0.4, 0.95
2024-06-17, 2024-08-08, 3, Bangkok, Amari Watergate Bangkok, suit, 3, 12150, 0.25, 0.55
2024-05-26, 2024-07-16, 9, Viyana, Hotel Am Konzerthaus, executive, 2, 50940, 0.30000000000000004, 1
2024-06-01, 2024-07-24, 1, Sao Paulo, Fasano Sao Paulo, executive, 2, 4760, 0.3, 1
2024-06-11, 2024-08-01, 9, Jakarta, Ibis Jakarta Tamarin, standard, 23, 645840, 0.2, 0.30000000000000004
2024-06-13, 2024-08-07, 8, Sao Paulo, Hotel Trianon Paulista, suit, 1, 9040, 0.15000000000000002, 0.75
2024-06-17, 2024-08-07, 5, New York, DoubleTree by Hilton Times Square, standard, 1, 6200, 0.35000000000000003, 0.4
2024-06-08, 2024-08-01, 1, Sydney, Vibe Hotel Sydney, large, 9, 9810, 0.2, 1
2024-05-30, 2024-07-23, 2, Bali, Grandmas Plus Hotel, large, 1, 1760, 0.25, 0.30000000000000004
2024-05-28, 2024-07-18, 1, Singapur, Marina Bay Sands, standard, 29, 142680, 0.4, 0.65
2024-05-20, 2024-07-14, 4, Gaziantep, Yunus Hotel, large, 2, 9440, 0.25, 0.6000000000000001
2024-06-03, 2024-07-23, 2, Delhi, The Metropolitan Hotel & Spa New Delhi, standard, 1, 2320, 0.30000000000000004, 0.7
2024-06-19, 2024-08-08, 2, Los Angeles, The Ritz-Carlton, suit, 2, 8040, 0.4, 1
2024-05-22, 2024-07-15, 2, Nairobi, Best Western Plus Meridian, large, 2, 3160, 0.15000000000000002, 0.45000000000000007
2024-06-14, 2024-08-05, 9, Cape Town, The Table Bay Hotel, large, 1, 32940, 0.4, 0.95
2024-06-06, 2024-07-31, 1, Paris, Timhotel Opera Blanche, suit, 7, 11340, 0.15000000000000002, 0.75
2024-06-06, 2024-07-26, 10, Dubai, Burj Al Arab, executive, 3, 98100, 0.25, 0.8
2024-05-27, 2024-07-19, 6, Dubai, Four Points by Sheraton Sheikh Zayed Road, large, 7, 53760, 0.2, 0.85
2024-06-19, 2024-08-09, 6, Mexico City, InterContinental Presidente Mexico City, standard, 1, 36000, 0.25, 0.5
2024-05-19, 2024-07-12, 10, Barselona, Hotel Catalonia Plaza, large, 2, 68000, 0.30000000000000004, 0.55
2024-06-03, 2024-07-26, 3, Londra, The Ritz London, suit, 8, 133680, 0.35, 1
2024-06-10, 2024-08-04, 3, Singapur, The Fullerton Hotel, executive, 2, 56220, 0.4, 1
2024-06-11, 2024-08-05, 1, Las Vegas, Bellagio Las Vegas, deluxe, 2, 8720, 0.4, 0.95
2024-06-07, 2024-07-29, 3, Mexico City, Hotel Castropol, suit, 1, 12420, 0.15000000000000002, 0.75
2024-06-07, 2024-07-31, 2, Delhi, Hotel Ajanta, standard, 2, 13720, 0.30000000000000004, 0.30000000000000004
2024-05-27, 2024-07-20, 2, Dubai, Rove Downtown Dubai, executive, 1, 2600, 0.2, 0.45000000000000007
2024-06-11, 2024-08-03, 3, Mumbai, Hotel Airport International, suit, 6, 72540, 0.25, 0.30000000000000004
2024-06-12, 2024-08-06, 15, Sao Paulo, Melia Jardim Europa, executive, 2, 76500, 0.30000000000000004, 0.55
2024-05-30, 2024-07-20, 5, New York, The Plaza Hotel, large, 2, 31300, 0.3, 1
2024-05-23, 2024-07-14, 1, Viyana, Star Inn Hotel Wien, deluxe, 8, 39440, 0.2, 0.30000000000000004
2024-06-03, 2024-07-23, 4, Muğla, Mandarin Oriental, suit, 1, 38560, 0.35, 0.65
2024-05-23, 2024-07-17, 14, Miami, Runway Inn Miami, suit, 2, 26040, 0.25, 0.75
2024-05-22, 2024-07-13, 2, Moskova, Radisson Slavyanskaya, suit, 4, 13520, 0.30000000000000004, 0.4
2024-05-20, 2024-07-14, 5, Gaziantep, Divan Gaziantep, suit, 38, 513000, 0.25, 0.8
2024-05-24, 2024-07-13, 5, Eskişehir, Park Dedeman Eskisehir, deluxe, 8, 106400, 0.35, 1
2024-06-01, 2024-07-26, 11, Rio de Janeiro, Hotel Atlantico Business Centro, large, 10, 127600, 0.25, 0.6000000000000001
2024-06-04, 2024-07-28, 6, New York, Marriott Marquis Times Square, large, 6, 189720, 0.2, 0.7
2024-06-13, 2024-08-02, 2, Tokyo, Hotel Sunroute Plaza Shinjuku, executive, 1, 4220, 0.25, 1
2024-06-08, 2024-07-28, 2, Muğla, Karya Hotel, standard, 14, 21280, 0.2, 0.75
2024-05-25, 2024-07-19, 3, Mersin, Atlıhan Hotel, deluxe, 1, 7980, 0.25, 0.55
2024-05-29, 2024-07-20, 1, Moskova, Hotel Baltschug Kempinski, deluxe, 1, 1420, 0.30000000000000004, 0.45000000000000007
2024-05-18, 2024-07-12, 6, Gaziantep, Hampton by Hilton, large, 12, 120960, 0.25, 1
2024-06-16, 2024-08-09, 2, Paris, Four Seasons Hotel George V, large, 8, 77440, 0.25, 1
2024-06-07, 2024-08-01, 2, Auckland, Hilton Auckland, large, 2, 20400, 0.35, 0.8
2024-06-06, 2024-07-29, 2, Riyadh, Radisson Blu Hotel Riyadh, suit, 10, 169000, 0.30000000000000004, 0.4
2024-06-09, 2024-08-02, 6, Moskova, Radisson Slavyanskaya, executive, 2, 25200, 0.30000000000000004, 0.4
2024-05-26, 2024-07-20, 1, Muğla, D-Resort Gocek, executive, 2, 26240, 0.25, 0.65
2024-05-31, 2024-07-25, 7, Auckland, Park Hyatt Auckland, suit, 4, 115360, 0.3, 0.5
2024-05-29, 2024-07-23, 3, Rio de Janeiro, PortoBay Rio Internacional, deluxe, 1, 5400, 0.25, 0.4
2024-05-16, 2024-07-10, 1, Auckland, President Hotel, suit, 1, 3430, 0.15000000000000002, 0.75
2024-06-02, 2024-07-24, 2, Dubai, Rove Downtown Dubai, deluxe, 2, 3080, 0.2, 0.45000000000000007
2024-05-23, 2024-07-12, 2, Kuala Lumpur, Traders Hotel Kuala Lumpur, large, 10, 29200, 0.35000000000000003, 0.4
